Attack_ID,Attack_Type,Target_Industry,Location,Date,Severity,Damage_Estimate(USD),Affected_Systems
1750,DDoS,E-commerce,India,2018-04-11,Low,3972278,65
1751,Privilege Escalation,Defense,UK,2015-11-10,Low,4416774,66
1752,Man-in-the-Middle,Energy,Brazil,2017-06-11,Critical,3055762,949
1753,DDoS,Energy,Brazil,2019-12-10,Low,4024117,661
1754,Ransomware,Retail,Russia,2016-09-01,Low,4592486,392
1755,Brute Force Attack,Finance,France,2023-06-11,Medium,4429084,359
1756,Cross-site Scripting (XSS),Technology,South Korea,2018-06-30,Medium,1930347,747
1757,SQL Injection,Retail,South Korea,2017-12-30,Medium,3079862,791
1758,Man-in-the-Middle,Energy,India,2020-10-11,Low,1763848,429
1759,Man-in-the-Middle,Retail,Germany,2022-08-14,Critical,4830283,780
1760,DDoS,Education,Japan,2022-04-12,Low,3891095,366
1761,Privilege Escalation,Energy,Japan,2023-01-12,Low,154050,320
1762,Man-in-the-Middle,Finance,USA,2017-09-04,High,4735394,952
1763,DDoS,Finance,South Korea,2023-05-11,Critical,698078,636
1764,Phishing,Education,UK,2017-03-04,Critical,399916,64
1765,DDoS,Telecommunications,Japan,2019-11-10,Low,526171,425
1766,SQL Injection,Finance,Germany,2018-05-23,Low,1834724,549
1767,Man-in-the-Middle,Retail,China,2023-10-17,Low,3388066,611
1768,Ransomware,Telecommunications,UK,2017-06-13,High,2833160,394
1769,Zero-day Exploit,Healthcare,South Korea,2019-01-10,Medium,4223061,614
1770,Zero-day Exploit,Technology,South Korea,2024-03-09,Low,2335656,540
1771,Cross-site Scripting (XSS),Telecommunications,Russia,2020-11-04,Medium,941325,806
1772,Zero-day Exploit,Defense,UK,2024-08-15,Low,2623534,329
1773,Brute Force Attack,Energy,Japan,2023-07-11,Medium,4756456,476
1774,Ransomware,Defense,USA,2016-07-13,High,2888635,156
1775,Man-in-the-Middle,Finance,USA,2024-10-16,Critical,3061123,501
1776,Privilege Escalation,E-commerce,China,2016-06-23,Low,3823174,665
1777,SQL Injection,Finance,Brazil,2019-04-22,Critical,2317631,852
1778,Phishing,Government,China,2020-06-09,Critical,105212,265
1779,Phishing,Technology,Russia,2016-07-17,Critical,3327258,251
1780,Privilege Escalation,Energy,Germany,2016-09-22,Low,1550947,178
1781,Brute Force Attack,E-commerce,South Korea,2021-05-29,Low,762760,642
1782,Phishing,Energy,China,2018-05-11,High,3255234,286
1783,Phishing,Healthcare,China,2019-02-28,High,1726272,823
1784,Zero-day Exploit,E-commerce,Germany,2018-10-29,Critical,4286338,489
1785,SQL Injection,Telecommunications,South Korea,2022-10-05,Medium,1524696,29
1786,Privilege Escalation,Education,Germany,2017-03-17,Critical,1967932,778
1787,Ransomware,Healthcare,South Korea,2019-05-13,Low,168317,615
1788,Man-in-the-Middle,Defense,Japan,2022-10-30,High,4219688,350
1789,DDoS,Finance,India,2018-10-30,Critical,2479326,360
1790,DDoS,Telecommunications,Japan,2018-10-01,Critical,4878391,484
1791,Zero-day Exploit,Defense,India,2024-05-22,Medium,901703,36
1792,DDoS,Technology,China,2019-12-14,High,4274057,849
1793,DDoS,Finance,Russia,2023-10-24,Critical,2890392,823
1794,Brute Force Attack,Healthcare,India,2017-05-20,Medium,4199234,941
1795,Zero-day Exploit,Retail,India,2023-10-09,Low,3190582,747
1796,Ransomware,Energy,South Korea,2024-01-03,Medium,3356779,200
1797,Zero-day Exploit,Defense,Brazil,2021-02-26,High,2477847,773
1798,Cross-site Scripting (XSS),Government,USA,2020-05-16,Medium,1172972,682
1799,Privilege Escalation,Education,Brazil,2021-02-02,Critical,2002135,810
1800,DDoS,E-commerce,South Korea,2017-12-17,Low,3203957,424
1801,DDoS,Retail,Japan,2023-10-03,Critical,3206691,655
1802,Man-in-the-Middle,Finance,France,2015-03-28,High,4316983,602
1803,Cross-site Scripting (XSS),Retail,USA,2017-04-29,High,3666761,187
1804,Zero-day Exploit,Finance,China,2015-12-13,Critical,1133405,109
1805,Ransomware,Technology,China,2024-05-23,High,3963490,108
1806,Privilege Escalation,Technology,India,2015-10-16,Critical,154044,920
1807,Privilege Escalation,Healthcare,South Korea,2019-02-26,Medium,2719577,681
1808,Cross-site Scripting (XSS),Technology,South Korea,2021-09-29,Medium,2394576,576
1809,Brute Force Attack,E-commerce,China,2020-04-07,High,2696592,887
1810,Phishing,Defense,Japan,2020-05-16,High,2338907,254
1811,Brute Force Attack,Government,France,2018-06-18,High,1605821,895
1812,Privilege Escalation,E-commerce,South Korea,2023-07-12,High,512632,299
1813,Zero-day Exploit,Retail,France,2024-12-21,Medium,2271971,839
1814,Zero-day Exploit,Telecommunications,South Korea,2022-02-03,Critical,655651,729
1815,SQL Injection,Energy,India,2018-02-16,Critical,3291349,767
1816,Ransomware,Telecommunications,Germany,2015-06-17,Critical,294617,463
1817,Ransomware,Healthcare,UK,2021-12-26,Critical,1023098,582
1818,Zero-day Exploit,Healthcare,Brazil,2018-07-15,Medium,3295133,872
1819,SQL Injection,Energy,China,2015-04-15,High,561030,654
1820,Brute Force Attack,Energy,Japan,2018-01-25,Critical,4926407,911
1821,Man-in-the-Middle,E-commerce,China,2015-05-04,Low,2177200,708
1822,Man-in-the-Middle,Education,China,2019-11-24,High,2576591,507
1823,Brute Force Attack,Technology,Russia,2023-11-14,High,1118851,710
1824,Man-in-the-Middle,Energy,France,2017-11-16,Critical,2801502,684
1825,DDoS,Education,Japan,2016-01-16,Medium,4954291,580
1826,Man-in-the-Middle,Government,China,2024-12-22,Low,2392232,240
1827,Malware,Technology,UK,2016-11-05,Low,2215911,237
1828,Malware,Government,Japan,2018-12-02,Low,29432,197
1829,Phishing,Defense,Russia,2017-09-20,Critical,865450,149
1830,Privilege Escalation,Retail,Brazil,2020-07-13,High,2719114,442
1831,DDoS,E-commerce,India,2024-10-05,Low,3225718,709
1832,SQL Injection,Education,India,2022-02-24,High,2158856,829
1833,Brute Force Attack,Technology,India,2016-05-25,Low,1257082,912
1834,SQL Injection,Finance,Japan,2018-06-24,Critical,3074236,436
1835,Malware,Telecommunications,India,2016-03-07,High,2885902,158
1836,Malware,Government,UK,2024-10-03,Critical,570978,939
1837,Zero-day Exploit,Retail,Brazil,2015-06-20,High,1769929,132
1838,Cross-site Scripting (XSS),Defense,Brazil,2017-11-23,Low,1877868,548
1839,Phishing,Telecommunications,Germany,2024-10-14,Low,4439155,499
1840,Ransomware,Defense,France,2015-07-17,Critical,3954863,30
1841,Cross-site Scripting (XSS),Retail,India,2023-11-28,Critical,52043,971
1842,Phishing,Government,Germany,2018-06-14,Medium,1179050,826
1843,Malware,Education,Russia,2020-03-12,Critical,997454,394
1844,Man-in-the-Middle,Telecommunications,Germany,2022-01-31,Critical,4302246,23
1845,Zero-day Exploit,Healthcare,France,2023-09-11,Critical,615865,187
1846,DDoS,Energy,Japan,2016-11-03,Medium,2573904,64
1847,Cross-site Scripting (XSS),E-commerce,Brazil,2017-03-11,Critical,2034066,161
1848,Privilege Escalation,Healthcare,China,2020-08-17,High,4020407,797
1849,Malware,Energy,India,2017-02-14,Critical,1026325,907
1850,DDoS,Telecommunications,Japan,2017-03-23,High,1690961,627
1851,Zero-day Exploit,Healthcare,China,2016-06-24,Critical,3303851,136
1852,Malware,Retail,South Korea,2021-07-11,Low,1541255,244
1853,Phishing,Technology,Brazil,2022-04-09,High,241216,994
1854,Brute Force Attack,Education,Germany,2015-11-06,Low,542851,946
1855,Ransomware,E-commerce,Russia,2016-08-16,Medium,1321660,375
1856,Man-in-the-Middle,Government,France,2016-01-03,Low,1554584,528
1857,Ransomware,Telecommunications,UK,2018-10-02,Low,4383302,257
1858,Privilege Escalation,Technology,Germany,2015-01-12,Medium,1815311,919
1859,Phishing,Telecommunications,Germany,2017-07-16,Low,3002703,677
1860,Zero-day Exploit,Telecommunications,France,2018-04-06,Critical,3723595,920
1861,DDoS,Retail,China,2021-02-10,High,1923939,907
1862,SQL Injection,Defense,UK,2017-02-06,Medium,423704,204
1863,Ransomware,Defense,Russia,2020-09-19,Medium,660547,617
1864,DDoS,Technology,South Korea,2019-03-15,Medium,4474518,972
1865,Phishing,Education,India,2017-06-05,Medium,2458649,733
1866,Phishing,Energy,Germany,2015-02-13,High,3688488,998
1867,Privilege Escalation,Retail,China,2020-05-25,Low,3827881,200
1868,SQL Injection,E-commerce,Germany,2021-08-04,High,2867785,407
1869,DDoS,Education,South Korea,2024-02-21,Medium,3508795,258
1870,SQL Injection,Government,China,2016-11-13,High,3744418,265
1871,Brute Force Attack,Energy,India,2024-06-20,Medium,2662957,656
1872,DDoS,Retail,Japan,2017-01-10,Medium,4139152,576
1873,Zero-day Exploit,Education,Japan,2015-09-11,Low,2127853,620
1874,SQL Injection,Energy,UK,2018-06-20,Low,2061232,772
1875,SQL Injection,Telecommunications,Brazil,2021-11-07,High,4142603,820
1876,Zero-day Exploit,E-commerce,India,2017-09-29,Critical,4587926,104
1877,Malware,Finance,Germany,2024-02-08,Low,1631843,832
1878,Zero-day Exploit,Government,South Korea,2019-01-15,High,1726106,333
1879,Cross-site Scripting (XSS),Telecommunications,Germany,2021-11-30,Medium,4168269,622
1880,Ransomware,Technology,Germany,2021-01-18,Critical,3385714,602
1881,DDoS,Defense,Germany,2023-05-11,Medium,4638115,453
1882,Ransomware,Government,USA,2020-07-11,Critical,4315607,380
1883,Brute Force Attack,Finance,India,2018-07-25,Critical,4068267,555
1884,Ransomware,Telecommunications,South Korea,2021-08-08,Medium,1480575,6
1885,DDoS,Education,Germany,2018-03-08,Critical,2791013,492
1886,Malware,E-commerce,France,2016-07-22,Low,424136,597
1887,SQL Injection,Telecommunications,Brazil,2019-12-02,Medium,2379621,906
1888,DDoS,Telecommunications,Japan,2016-09-08,Low,3996160,156
1889,Brute Force Attack,Telecommunications,France,2023-09-27,High,2672579,654
1890,Malware,Healthcare,South Korea,2021-12-28,Low,789029,722
1891,Privilege Escalation,Government,India,2022-05-17,Medium,4289383,912
1892,DDoS,Defense,China,2023-09-22,High,1393692,394
1893,Phishing,Retail,Germany,2023-01-09,High,957533,928
1894,SQL Injection,Healthcare,South Korea,2018-09-28,High,3685414,283
1895,Privilege Escalation,Retail,India,2023-08-23,Medium,2216055,543
1896,Man-in-the-Middle,Finance,South Korea,2017-01-05,Medium,1427604,983
1897,SQL Injection,Technology,India,2020-08-04,High,1513562,223
1898,DDoS,Energy,Brazil,2022-08-12,High,797444,306
1899,Brute Force Attack,E-commerce,India,2018-07-22,High,4811593,716
1900,Phishing,Government,Germany,2023-01-10,Critical,4886397,828
1901,Man-in-the-Middle,Finance,China,2018-05-04,Medium,792916,667
1902,DDoS,Telecommunications,Russia,2016-01-10,High,983459,37
1903,Man-in-the-Middle,E-commerce,France,2017-04-23,Medium,342434,251
1904,Brute Force Attack,E-commerce,Germany,2021-05-11,Critical,994554,240
1905,Cross-site Scripting (XSS),Healthcare,Brazil,2018-08-12,Critical,1903894,779
1906,Privilege Escalation,Government,USA,2020-09-23,Medium,4459625,82
1907,Zero-day Exploit,Education,China,2021-04-14,Critical,4172863,742
1908,Cross-site Scripting (XSS),Technology,UK,2015-03-15,Critical,1986488,10
1909,Brute Force Attack,Finance,India,2016-05-11,Critical,2971616,628
1910,DDoS,Retail,France,2015-11-24,Medium,2073868,53
1911,Zero-day Exploit,E-commerce,Japan,2016-07-04,Low,2417258,283
1912,Man-in-the-Middle,Energy,Brazil,2016-11-24,Critical,1099349,165
1913,Malware,Healthcare,Russia,2018-09-08,Critical,98967,761
1914,Phishing,Technology,Japan,2016-06-06,High,1472881,687
1915,Man-in-the-Middle,Finance,South Korea,2023-01-18,Low,3797396,276
1916,Malware,Government,Japan,2020-01-06,Critical,837118,108
1917,SQL Injection,Finance,China,2015-10-28,Medium,2644435,100
1918,Zero-day Exploit,Healthcare,Brazil,2021-10-06,Medium,4584884,54
1919,Zero-day Exploit,Retail,South Korea,2019-03-05,Critical,4320329,596
1920,Ransomware,Telecommunications,South Korea,2024-08-24,High,4185712,317
1921,Malware,Retail,China,2017-10-29,Critical,3439683,997
1922,Man-in-the-Middle,Finance,Japan,2021-02-21,Medium,807482,131
1923,Brute Force Attack,E-commerce,India,2017-04-21,Low,4369158,433
1924,DDoS,Government,USA,2023-08-29,Critical,2678944,252
1925,SQL Injection,E-commerce,Brazil,2020-11-15,Critical,4946370,778
1926,DDoS,Healthcare,Germany,2016-11-21,Critical,1385495,467
1927,Privilege Escalation,Energy,Japan,2023-09-26,High,3315006,18
1928,SQL Injection,Defense,Brazil,2020-06-11,Low,4112301,859
1929,Ransomware,Energy,India,2018-04-10,Medium,4011151,844
1930,Cross-site Scripting (XSS),Finance,South Korea,2022-05-04,Critical,4282708,648
1931,Cross-site Scripting (XSS),Technology,Brazil,2019-04-23,High,1813148,685
1932,SQL Injection,Retail,Brazil,2020-12-12,Critical,640791,31
1933,Privilege Escalation,Healthcare,Germany,2022-05-23,Critical,2901021,14
1934,DDoS,Finance,South Korea,2018-10-07,Low,360311,817
1935,Brute Force Attack,Technology,India,2019-05-13,Critical,3333941,335
1936,Malware,Technology,Japan,2019-09-27,Critical,2736343,715
1937,Phishing,Healthcare,Russia,2024-02-26,Medium,2340741,784
1938,Zero-day Exploit,Energy,Brazil,2016-12-14,Critical,1264441,521
1939,Malware,Healthcare,India,2015-07-05,Critical,4728704,649
1940,Brute Force Attack,Government,Germany,2017-03-10,Low,452057,505
1941,Cross-site Scripting (XSS),Education,UK,2017-01-30,High,2061198,263
1942,SQL Injection,Energy,Brazil,2019-11-07,Medium,4345769,831
1943,Cross-site Scripting (XSS),Energy,UK,2017-03-17,High,3976654,77
1944,SQL Injection,Energy,South Korea,2024-09-27,Low,1316533,193
1945,Privilege Escalation,E-commerce,China,2017-12-21,High,1633313,974
1946,DDoS,Healthcare,France,2017-11-26,High,1890146,448
1947,Ransomware,Education,Russia,2024-04-27,Medium,1065981,664
1948,Phishing,Retail,Brazil,2018-04-06,Medium,2176015,931
1949,Malware,Energy,South Korea,2017-01-02,Low,2333814,165
1950,SQL Injection,E-commerce,Russia,2023-05-23,Critical,4358487,557
1951,Man-in-the-Middle,Finance,Germany,2022-01-11,Low,4568669,777
1952,Zero-day Exploit,Government,France,2017-03-28,High,753561,747
1953,Brute Force Attack,Education,Brazil,2015-01-10,Low,866308,189
1954,DDoS,Defense,South Korea,2021-07-19,Critical,51923,157
1955,DDoS,E-commerce,China,2015-12-16,Low,2013883,673
1956,Malware,Energy,India,2024-10-06,Medium,877264,447
1957,Phishing,Government,China,2020-01-09,Low,3278543,479
1958,Zero-day Exploit,Defense,Japan,2016-06-15,Medium,2386376,433
1959,Phishing,E-commerce,South Korea,2019-08-31,Medium,4215144,300
1960,DDoS,Defense,South Korea,2024-10-21,Critical,2683833,946
1961,SQL Injection,Retail,India,2018-01-02,Critical,395971,626
1962,Man-in-the-Middle,Telecommunications,Germany,2015-04-07,Critical,3984852,161
1963,Man-in-the-Middle,Retail,UK,2019-05-21,Low,3263936,615
1964,Malware,Finance,Russia,2019-01-05,Critical,2238159,474
1965,Zero-day Exploit,Technology,Germany,2015-09-25,Medium,3448690,183
1966,Phishing,Telecommunications,South Korea,2024-02-15,Critical,3787958,307
1967,Ransomware,Finance,South Korea,2016-06-29,Critical,414936,496
1968,Cross-site Scripting (XSS),Technology,Japan,2015-11-25,Low,2405679,586
1969,Zero-day Exploit,Education,UK,2016-07-23,Critical,4708820,208
1970,Cross-site Scripting (XSS),Education,India,2021-05-22,Critical,679689,723
1971,DDoS,Education,India,2024-11-05,Medium,2848754,291
1972,Phishing,Telecommunications,UK,2018-08-12,Critical,1809639,917
1973,Privilege Escalation,Technology,USA,2017-07-28,Medium,1654926,39
1974,Phishing,Telecommunications,Russia,2017-06-15,Critical,3392878,845
1975,Malware,E-commerce,Russia,2020-12-27,Medium,567099,948
1976,Cross-site Scripting (XSS),Defense,Brazil,2017-04-04,Low,139307,990
1977,Man-in-the-Middle,Government,India,2023-09-11,High,3449220,175
1978,Privilege Escalation,Telecommunications,China,2018-06-06,High,310828,898
1979,Zero-day Exploit,Telecommunications,Russia,2024-08-08,High,2941658,992
1980,Brute Force Attack,Finance,Brazil,2016-11-04,High,4810691,400
1981,Privilege Escalation,Telecommunications,China,2015-06-09,Medium,524860,708
1982,Zero-day Exploit,Healthcare,India,2019-02-13,Medium,2517863,934
1983,Phishing,Retail,India,2022-04-15,Critical,2032749,192
1984,Ransomware,Education,France,2022-09-13,Critical,4640544,634
1985,Cross-site Scripting (XSS),E-commerce,India,2024-02-23,Medium,3612279,656
1986,Zero-day Exploit,Education,India,2020-01-22,High,3045489,627
1987,Brute Force Attack,Telecommunications,China,2020-09-11,Medium,1199623,365
1988,Zero-day Exploit,E-commerce,China,2022-12-15,Low,3000402,625
1989,Brute Force Attack,E-commerce,UK,2023-09-11,Critical,3499888,603
1990,Zero-day Exploit,Energy,South Korea,2024-01-25,Medium,568924,755
1991,Ransomware,Energy,Germany,2023-12-30,Medium,3128086,475
1992,SQL Injection,Government,South Korea,2022-05-18,High,952010,816
1993,Cross-site Scripting (XSS),Defense,Japan,2024-08-17,Medium,2820116,663
1994,Privilege Escalation,Retail,Germany,2021-07-03,Medium,4934646,826
1995,Phishing,Technology,Brazil,2023-10-18,Medium,1330773,322
1996,Phishing,Education,USA,2016-03-29,Medium,3812108,844
1997,DDoS,Energy,India,2022-01-14,High,3167721,928
1998,DDoS,Government,Germany,2017-03-13,Low,1591996,33
1999,Zero-day Exploit,Finance,USA,2016-10-07,High,4045863,348
2000,SQL Injection,Education,Brazil,2016-07-26,Critical,2697054,828
2001,Privilege Escalation,Technology,USA,2023-12-06,Critical,4365242,831
2002,Phishing,Retail,France,2019-11-18,Medium,4555658,685
2003,Privilege Escalation,E-commerce,UK,2017-10-26,Medium,3673307,458
2004,Zero-day Exploit,Energy,Russia,2020-08-05,High,293659,628
2005,Phishing,E-commerce,India,2022-10-19,Medium,4615937,196
2006,Phishing,Energy,USA,2023-08-13,Medium,3835738,894
2007,Malware,Energy,Russia,2019-03-23,Medium,760031,637
2008,Cross-site Scripting (XSS),Retail,Brazil,2023-01-19,Low,1171559,799
2009,Phishing,Government,Germany,2019-08-28,Medium,1025169,924
2010,Cross-site Scripting (XSS),Telecommunications,South Korea,2017-07-13,High,3972489,596
2011,Cross-site Scripting (XSS),Defense,India,2015-12-25,Low,4949250,273
2012,Brute Force Attack,E-commerce,Japan,2017-11-04,Critical,4298136,664
2013,SQL Injection,Education,Japan,2024-10-16,Critical,2916999,186
2014,Phishing,Retail,France,2015-04-13,High,94492,622
2015,SQL Injection,Energy,Russia,2020-02-08,Low,1695028,408
2016,DDoS,Defense,China,2019-08-15,Low,4942500,552
2017,Zero-day Exploit,Defense,Japan,2019-10-15,High,4546275,301
2018,Privilege Escalation,Finance,USA,2022-12-24,Low,1169751,295
2019,Zero-day Exploit,Finance,Germany,2021-06-09,Medium,3682646,753
2020,Man-in-the-Middle,Defense,UK,2019-12-02,High,1646881,438
2021,SQL Injection,Government,UK,2019-05-20,Critical,672890,391
2022,Malware,Telecommunications,India,2015-02-16,Critical,4756608,284
2023,Ransomware,Technology,Brazil,2022-04-22,Medium,3137185,572
2024,Phishing,Telecommunications,Germany,2023-10-30,Medium,276153,886
2025,Phishing,Telecommunications,Brazil,2021-04-30,High,4060241,654
2026,Ransomware,Healthcare,Russia,2020-06-20,Low,1355020,188
2027,Privilege Escalation,Energy,USA,2015-03-04,Critical,2887124,515
2028,SQL Injection,Education,France,2018-01-02,Low,1734730,808
2029,Malware,E-commerce,USA,2018-10-25,Low,1596824,514
2030,Brute Force Attack,Energy,China,2018-02-17,High,853854,545
2031,Ransomware,Telecommunications,China,2023-06-17,Critical,4834051,75
2032,DDoS,Technology,South Korea,2023-06-01,Medium,3717134,224
2033,DDoS,Technology,France,2022-01-06,Low,1210766,308
2034,Cross-site Scripting (XSS),Defense,Japan,2022-11-20,Critical,3512744,248
2035,Privilege Escalation,Finance,USA,2018-09-03,Medium,3139070,59
